Cear&aacute; | Todos os Munic&iacute;pios
Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2025],&Aacute;rea Territorial - km&sup2; [2023],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2022],Total de receitas brutas realizadas - R$ [2023],Total de despesas brutas empenhadas - R$ [2023],PIB per capita - R$ [2021],
Or&oacute;s,2309508,oroense,SIM&Atilde;O PEDRO ALVES PEQUENO,577.526,19675,34.07,97.4,0.636,9.01,100547347.64,93997787.82,10256.74,
Pacajus,2309607,pacajuense,JOS&Eacute; EDILSON DE CARVALHO LIMA,250.304,70983,283.59,98.2,0.659,6.75,271337890.05,270191909.30,18349.45,
Pacatuba,2309706,pacatubano,LARISSA SOUZA TORRES CAMUR&Ccedil;A,133.223,81524,611.88,94.6,0.675,14.3,294691906.75,303541538.00,14421.49,
Pacoti,2309805,pacotiense,MARCOS VENICIOS NORJOSA GONZAGA,112.433,11186,99.49,96.5,0.635,8.13,67652712.28,64231695.21,12049.56,
Pacuj&aacute;,2309904,pacujaense,PEDRO ALLAN DE SOUSA LEOPOLDINO,88.355,6175,69.89,98.5,0.621,-,52624329.52,50932536.17,9130.3,
Palhano,2310001,palhanense,JOSE LUCIANO SILVA,436.980,9346,21.39,98.1,0.638,20.41,51130882.97,49120236.09,10443.35,
Palm&aacute;cia,2310100,palmaciano,MARCONDES SOUSA BARBOSA,128.896,10242,79.46,91.7,0.622,12.2,62495019.02,58743549.67,8494.35,
Paracuru,2310209,paracuruense,GABRIELA CORDEIRO FA&Ccedil;ANHA,304.734,38980,127.91,97.2,0.637,16.67,169499750.73,167980418.00,15648.56,
Paraipaba,2310258,paraipabense,ARIANA CORDEIRO FA&Ccedil;ANHA DE AQUINO,289.231,32216,111.39,97.8,0.634,8.91,184231233.22,164347573.40,16102.82,
Parambu,2310308,parambuense,ROMULO MATEUS NORONHA,2313.868,31445,13.59,96.6,0.570,13.45,158282562.47,132405931.40,9196.54,
Paramoti,2310407,paramotiense,ANTONIA TELVANIA FERREIRA BRAZ BARRETO,539.238,10384,19.26,98.7,0.583,8.26,57232127.86,54231833.84,9034.57,
Pedra Branca,2310506,pedra-branquense,MARIA IVONETH BRAGA DE SOUSA,1302.081,40187,30.86,98.1,0.603,17.33,188919397.30,173548783.00,8992.69,
Penaforte,2310605,penafortense,LUIS FERNANDES BEZERRA FILHO,150.536,8972,59.60,96.7,0.646,7.63,50105031.12,48521161.97,13268.38,
Pentecoste,2310704,pentecostense,VICENTE DE PAULO SOUSA E SILVA,1379.836,37813,27.40,97.3,0.629,13.76,172534928.76,148486099.20,12741.76,
Pereiro,2310803,pereirense,JOSE HERMANO DO NASCIMENTO NOGUEIRA,449.741,15274,35.04,97.9,0.601,22.47,98518865.08,80276028.74,34273.12,
Pindoretama,2310852,pindoretamense,JOSE MARIA MENDES LEITE,74.033,23391,315.95,97.6,0.636,3.72,105261129.07,108094816.00,13110.66,
Piquet Carneiro,2310902,piquet-carneirense,NEILA MARIA VITORIANO DE SOUSA,589.601,16616,28.18,96,0.600,27.59,87581370.82,84347169.00,9418.47,
Pires Ferreira,2310951,pires-ferreirense,LIVIA MARIA MESQUITA MORORO MUNIZ MARQUES,244.464,10606,43.38,96.8,0.591,9.09,55804044.57,52301272.01,7621.25,
Poranga,2311009,poranguense,ANTONIO ROBERTO UCHOA DE ALMEIDA,1310.771,12065,9.20,98.8,0.581,15.87,66869889.98,65041369.19,8852.69,
Porteiras,2311108,porteirense,ALBOINO MIRANDA TAVARES NETO,224.860,17050,75.82,97.6,0.622,11.54,90837627.22,89100004.75,12491.62,
Potengi,2311207,potengiense,SALVIANO LINARD DE ALENCAR,343.264,8833,25.73,92.7,0.562,9.71,47605580.63,45551532.26,9903.27,
Potiretama,2311231,potiretamense,LUAN DANTAS FELIX,409.137,5974,14.60,98,0.604,25.64,49537743.30,45579690.50,14998.54,
Quiterian&oacute;polis,2311264,quiterianopolense,JULIANA MONTEIRO ABREU,1041.832,20213,19.40,98.5,0.594,13.1,151641468.44,136656907.90,8694.35,
Quixad&aacute;,2311306,quixadaense,RICARDO JOS&Eacute; ARA&Uacute;JO SILVEIRA,2020.586,84168,41.66,95.8,0.659,12.38,344064928.86,356881197.60,12484.6,
Quixel&ocirc;,2311355,quixeloense,JOS&Eacute; ADIL VIEIRA JUNIOR,605.345,15910,26.28,97.8,0.591,16.95,97221452.61,89876879.88,12336.81,
Quixeramobim,2311405,quixeramobinense,CIRILO ANT&Ocirc;NIO PIMENTA LIMA,3324.987,82177,24.71,96.7,0.642,17.38,345917798.02,373020912.60,17008.8,
